id,Composer,Title,Publisher,Comment,OCLC,Classification
704,"Brahms, Johannes, 1833-1897.","Trios für Klavier, Violine und Violoncello ","G. Henle Verlag, München, ."," Piano score and two parts. Fair condition. Back cover of piano score is tearing away at the crease but pages are good. Cello part has moderately heavy bowmarkings. Joh. Brahms ; nach Eigenschriften, Erstausgaben und Handexemplaren des Komponisten herausgegebn von Ernst Herttrich ; Fingersatz der Klavierstimme von Hans-Martin Theopold. Preface in German, English, and French.",1059591,B7 3tet op. 8
1156,"Bréval, J. B. (Jean Baptiste), 1753-1823.",Sonata in C major for cello and piano ,"International Music Company, New York City, .", Score and part. Excellent condition. No bowmarkings.  A duplicate copy (good older condition) of the cello part is filed with this item. Breval ; [arranged by] Schroeder ; [edited by] Rose.,20637008,B74 2tet SON C-Maj
1170,"Bréval, J. B. (Jean Baptiste), 1753-1823.",Sonate : in C major : for cello and piano ,"Schott & Co. Ltd., London, .", Piano score and part. Excellent condition. No bowmarkings. Jean Baptiste Bréval ; arr. By Joachim Stutschewsky.,3897282,B74 2tet SON C-Maj
514,"Bréval, J. B. (Jean Baptiste) 1753-1823.","Concerto II, ré majeur pour violoncelle et piano ou orchestre =D major for cello and piano = D dur für Cello und Klavier oder Orchestra ","Edition Delrieu, Nice, .", Score and part. Excellent condition. No bowmarkings. J.B. Bréval ; révision L.R. Feuillard. École classique du violoncelle.,220462937,B74 ENS CON D-Maj
217,"Bréval, J. B. (Jean Baptiste) 1753-1823.","Drei leichte Sonaten :für Violoncello und Bass (Violoncello II, Fagott oder Kontrabass) Op. 40, Nr. 1-3 ","Edition Peters, Leipzig, ."," Score and two parts. Excellent condition, no bowmarkings. Mit hinzugefügter Klavierbegleitung herausgegeben von Anne Marlene Gurgel ; Einrichtung der Violoncellostimme von Laurence Dreyfus.",8086353,B74 2tet SON op. 40
127,"Bréval, J. B. (Jean Baptiste) 1753-1823.",Sonata in G major for cello and piano ,"International Music Company, New York City, .", Piano score and part. Good condition.,2328738,B74 2tet SON G-Maj
360,"Bridge, Frank, 1879-1941.",Mélodie :for violoncello or violin and pianoforte ,"Goodwin & Tabb, London, .", 11 pages of music. Very aged condition. Missing back half of cover. Sheet music has all seperated at the middle crease. Paper is aged and is tearing at the edges.,23021255,B75 2tet MEL
1073,"Bridge, Frank, 1879-1941.","Phantasie : (trio no. 1) : for violin, violoncello and piano ","Masters Music Publications, Boca Raton, Florida, .", Photocopies of score and parts are stored in a file folder. No originals.,35817468,B75 3tet FAN
928,"Bridge, Frank, 1879-1941.","Phantasy : for piano, violin, viola & violoncello ","Augener, London, .", Photocopies of score and parts in manila envelopes.  No originals.,8747657,B75 3tet FAN
767,"Bridge, Frank, 1879-1941.","Quintet for piano, two violins, viola, & violoncello ","Augener, London, ."," Score and four strings.  Photocopied, spiral bound, stored in filing folder (though photocopies, this is cataloged to aid SCMS in finding - MW).  Good condition. Score/Piano = 2 copies / Violin I = 4 copies / Violin 2 = 2 copies, not spiral bound / Viola = 2 copies / Cello = 2 copies",21020941,B75 5tet
1000,"Bridge, Frank, 1879-1941.",Sextet ,"Stainer & Bell, London, ."," Score and six parts scored in file folder (with photocopies).  Score is spiral bound. Good condition. ""This is an authorised photocopy made on 29 February 2000."" - cover. ""For 2 violins, 2 violas, and 2 cellos.""",298456169,B75 6tet
122,"Bridge, Frank, 1879-1941.",Sonata for violoncello and piano ,"Boosey & Hawkes, London, ."," Piano score and part.  Excellent condition. Reissued from W. Rogers plates of 1918 1st ed., Pl. no.: W.R.2806.",6234310,B75 2tet SON
897,"Britten, Benjamin, 1913-1976.","Phantasy : quartet for oboe, violin, viola, and violoncello ","Boosey & Hawkes, London, .", Four parts in paper sleeve. Very good condition.,321871,B758 4tet FAN
777,"Britten, Benjamin, 1913-1976.",Phantasy in F minor for string quintet (1932) ,"Faber Music, London, .", Five parts in paper sleeve. Very good condition.,12917151,B758 4tet FAN
129,"Britten, Benjamin, 1913-1976.","Second suite for cello, op. 80 ","Fasber Music Limited, London, 1969.", One part. Excellent condition. Light bowmarkings. Edited by Mstislav Rostropovich.,920710,B758 SOLO SUI op. 80
221,"Britten, Benjamin, 1913-1976.","Sonata in C :for cello and piano, op. 65 ","Boosey & Hawkes, London, ."," Score and part. Fair condition. Score is good, with the exception of the cover having seperated from the music. Part is in poor condition, having very heavy bowmarkings. The solo cello part, edited by Mstislav Rostropovitch.",,B758 2tet SON op.65
128,"Britten, Benjamin, 1913-1976.","Suite :for cello, op. 72 ","Faber Music Limited, London, .", One part. Excellent condition. Edited by Mstislav Rostropovich.,339567,B758 SOLO SUI op. 72
130,"Britten, Benjamin, 1913-1976.","Third suite :for cello, op. 87 ","Faber Music Limited, London, 1976."," One part. Excellent condition. Based on Russian themes: the first 3 tunes were taken from Tchaikovsky's volumes of folk-song arrangements; the 4th, the ""Kontakion"" (Hymn for the departed), from the English Hymnal. Edited by Mstislav Rostropovich.",2454941,B758 SOLO SUI op. 87
880,"Bruch, Max, 1838-1920.","Eight pieces for clarinet, viola and piano or violin, cello and piano : op. 83 ","Masters Music Publications, Boca Raton, Florida, .", Volume I of II. Nos. 1-4. Piano score and four parts. Excellent condition. Includes alternate parts for violin and violoncello.,28596533,B78 3tet op. 83
881,"Bruch, Max, 1838-1920.","Eight pieces for clarinet, viola and piano or violin, cello and piano : op. 83 ","Masters Music Publications, Boca Raton, Florida, .", Volume II of II. Nos. 5-8. Piano score and four parts. Excellent condition. Includes alternate parts for violin and violoncello.,28596533,B78 3tet op. 83
443,"Bruch, Max, 1838-1920.",Kol nidrei :op. 47 ,"Carl Fischer, New York, ."," Score and part. Poor aged condition. Cello part is separated at the crease, tattered and torn. Score is the same. Edited by Alexander Lehmann.",55506769,B78 2tet op.47
965,"Bruch, Max, 1838-1920.","Oktett für Soli oder Streichorchester, 4 Violinen, 2 Violen, Violoncello und Kontrabass = Octet for soli or string orchestra, 4 violins, 2 violas, 2 violoncelli, and double bass, op. posth. (1920) ","N. Simrock, London, .", Photocopies of score and parts in file folder. No originals. Max Bruch ; [edited by] Thomas Wood.,41513009,B78 8tet Bb-Maj
958,"Bruch, Max, 1838-1920.",Quintett g-Moll für Klavier und Streichquartett = Quintet G minor for piano and string quartet ,"Edition Gravis, Bad Schwalbach, .", Photocopies of score and parts in file folder. No originals. Postume Erstausg. Nach dem Original-Manuskript / von Rudolf Lück.,19544910,B78 5tet G-Min
1162,"Bruch, Max, 1838-1920.","Romanze fur viola und orchester, op. 85 ","B. Schott's Sohne, Mainz, .", 8 page piano score and part. Excellent condition. No bowmarkings.,421872860,B78 ENS ROM op.85
1088,"Bruch, Max, 1838-1920.",Streichquintett a-Moll : op. posth. (1918) = String quintet A minor ,"Edition Kunzelmann, Zürich, .", Photocopies of score and parts are stored in a file folder. Viola II part is missing. No originals. Max Bruch ; herausgegeben von John Beckett. Preface in German and English.,25094139,B78 5tet A-Min
966,"Bruckner, Anton, 1824-1896.",Adagio for string quintet ,", , .", Photocopies of parts in file folder. No originals.,,B783 5tet ADA
1101,"Bruckner, Anton, 1824-1896.","Quintet, in F major, for two violins, two violas, and cello ","International Music Company, New York, .", Violoncello part only.  All other parts are missing. Cello part in good condition. Bruckner ; [edited by C. Herrmann].,1231470,B783 5tet F-Maj
666,"Bruckner, Anton, 1824-1896.",Streichquintett F-Dur ; Intermezzo d-Moll ,"Musikwissenschaftlicher Verlag der Internationalen Bruckner-gesellschaft, Wien, .", 84 pages. Mini score. Excellent condition. Foreword in German and English. [Anton Bruckner] ; vorgelegt von Leopold Nowak.,4299647,B783 5tet F-Maj
790,"Bruckner, Anton, 1824-1896.","Streichquintett, F-Dur ; Intermezzo, d-Moll ","Musikwissenschaftlicher Verlag, Wien, .", Five parts in paper sleeve. Very good aged condition. Some minor wear to the sleeve.,42956260,B783 5tet F-Maj
293,"Bukinik, Mikhail Evseevich, 1872-1947.",Chetyre kontsertnykh etiuda dlia violoncheli solo ,", Moscou, .", 20 pages of music. Good condition. Some yellowing of pages.,850980298,B85 SOLO ETU
261,"Bunting, Christopher.","Six velocity studies, for cello solo","Oxford University Press, , .", Four page booklet. Fair condition. Some tearing at crease on cover. Introduction by Christopher Bunting.,5540498,TECH B86 Six
46,"Butsko, IUrii Markovich.","Btoroi kvartet dlia dvukh skripok, al’ta i violoncheli / Second quartet for two violins, viola and violoncello","Muzyka, Moscow, 1991.", One score. Excellent condition.,224065196,B88 4tet
1173,"Caix d'Hervelois, Louis de, approximately 1670-approximately 1760.","Suite no 1: in a major, for cello and piano","Belwin Mills Publishing Corp., Melville, N.Y., .", Score and part. Very good condition. Kalmus String Series 9112. OCLC.,,C3 2tet SUI A-Maj
1154,"Caix d'Hervelois, Louis de, approximately 1670-approximately 1760.",Suite no. 2 in D major : for cello and piano ,"Belwin Mills Publishing Corp., Melville, N.Y., .", Score and part. Excellent condition. No bowmarkings. Louis de Caix de Hervelois. Kalmus String Series 9113.,60572689,C3 2tet SUI D-Maj
911,"Carter, Elliott, 1908-2012.","Elegy, for viola and piano. Peer International Corp.",", .", Score and one parts. Excellent condition.,287154,C37 2tet ELE
879,"Carter, Elliott, 1908-2012.",Esprit rude/esprit doux = Rough breathing/smooth breathing ,"Hendon Music ( A Boosey & Hawkes Company), , ."," 8 page score. Good condition. For flute and B♭ clarinet. Notes in English, French and German. ""Pour Pierre Boulez en célébration de son soixantième anniversaire.""",12738485,C37 2tet Espr
870,"Carter, Elliott, 1908-2012.","Sonata for flute, oboe, cello, and harpsichord (1952)","Associated Music Publishers, New York, .", Score and three parts. Used condition. Heavy bowmarkings in cello part. Paper is yellowing.,3352777,C37 4tet SON
161,"Carter, Elliott, 1908-2012.",Sonata for violoncello and piano,"Society for the Publication of American Music, , ."," Score and part in paper sleeve. Poor condition.  Brittle paper tearing at the fold. Heavy bowmarkings in violoncello part. Society for the Publication of American Music. [Publication] 34th season, 1953. G. Schirmer, sole sales agents.",283119,C37 2tet SON
513,"Casadesus, Henri Gustave, 1879-1947.",Concerto en si mineur pour alto avec accompagnement d'orchestre ,"Editions Max Eschig, Paris, ."," Score and part in paper sleeve. Good condition. Score and part are excellent, no notations/markings. Cover has some slight tearing at the crease/some yellowing. G.F. Händel ; réalisation de la basse et orchestration par Henri Casadesus ; réduction pour alto et piano.",1871763,C373 2tet SON B-Min
522,"Casadesus, Henri Gustave, 1879-1947.",Concerto en ut mineur ,"Editions Salabert, New York, .", Score and part. Very good condition. De J. Chr. Bach ; reconstitué et harmonisé par Henri Casadesus ; orchestré par Francis Casadesus ; version pour alto avec accompagnement de piano.,24085530,C373 2tet CON C-Min
446,"Casals, Pablo, 1876-1973.",Song of the birds(Cant dell ocells) : for cello and string orchestra ,"Tetra Music Corporation, New York, .", Score and part. Very good condition. No bowmarkings. Originally for cello with string orchestra.,1853150,C3735 2tet Song
335,"Cassadó, Gaspar, 1897-1966.",Danse du diable vert :for violin (or 'cello) and piano ,"Universal Edition, , ."," Score and two parts (one violin, one 'cello).  Additional violin part filed with this set. Aged good condition. No bowmarkings. Paper is yellowing.",5179375,C377 2tet DAN
600,"Cassadó, Gaspar, 1897-1966.",Requiebros :für Violoncello und Klavier ,"B. Schott's Söhne, Mainz, ."," Score and part in paper sleeve. Aged condition. Paper is yellowing and starting to tear at the crease. Cello part is heavily bowmarked and tattered. Cover: ""Compositions pour Violoncelle et Piano.""",5169036,C377 2tet Requ
354,"Cassadó, Gaspar, 1897-1966.",Suite :per violoncello ,"Universal-Edition, , ."," Solo cello part. Very good condition, no bowmarkings.",7001166,C377 SOLO SUI
427,"Cassadó, Gaspar, 1897-1966.",Suite :per violoncello ,"Universal-Edition, , .", 11 pages of music. Very good condition. No bowmarkings.,7001166,C377 SOLO SUI
977,"Chanler, Theodore, 1902-1961.",Eight epitaphs : for voice and piano ,"Boosey & Hawkes, New York, .", Photocopies of score are stored in file folder. No originals. Music by Theodore Chanler ; words by Walter De La Mare.,4227933,C4 2tet Eigh
677,"Chausson, Ernest, 1855-1899.","Concerto in D major, opus 21, for violin, piano and string quartet ","International Music Company, New York City, ."," Score, violin solo part and string quartet parts in paper sleeve. Good condition. Some bowmarkings in cello part. Includes prefatory note by Waldo Lyman.",2197333,C43 6tet op. 21
678,"Chausson, Ernest, 1855-1899.","Quartet in A major : opus 30 : for piano, violin, viola and cello ","International Music Company, New York City, ."," Violin, viola and cello part; score is missing.  Paper sleeve is missing and parts are stored in a manila envelope with additonal photocopied strings parts. Otherwise good condition. Light bowmarkings.",1927444,C43 4tet op. 30
991,"Chausson, Ernest, 1855-1899.","Trio en sol mineur : pour piano, violon et violoncelle ","Rouart, Lerolle, Paris, ."," Photocopies of score and parts (some spiral bound, some loose pages) are stored in file folder. No originals.",21457254,C43 3tet op. 3
1150,"Chopin, Frédéric, 1810-1849.","""Spring"" : Chopin : transcription by Michael Lewin : for Nora ",", , .", Photocopies of handwritten score and part. No originals. Transcribed by Michael Lewin March 1989 in Hickory/San Antonio / N.Y.C.,,C46 2tet Spri
697,"Chopin, Frédéric, 1810-1849.",Chamber music ,"Instytut Fryderyka Chopina, Cracow, 1978."," Score and three parts. Fair condition. Cover is coming unglued from the score at the binding. Parts are in good condition. Fryderyk Chopin ; editorial committee I.J. Paderewski, L. Bronarski, J. Turczyński.",56629210,C46 ENS Cham vol. 11
1103,"Chopin, Frédéric, 1810-1849.","Etude in A flat major, opus 27 no. 1 ","International Music Co., New York City, ."," 3 page part. Aged condition. Paper is yellowed and has tears along the edges. Chopin, transcribed for cello solo by Gaspar Cassado.",2403461,C46 SOL ETU op. 27 no. 1
590,"Chopin, Frédéric, 1810-1849.","Introduction et polonaise brillante, op. 3 ","B. Schott's Sohne, Mainz, .", Score and part. Fair worn condition. Paper is starting to yellow and tear at the crease. Fr. Chopin ; nouvelle version de Maurice Gendron et Jean Francaix.,22514239,C46 2tet op. 3
1102,"Chopin, Frédéric, 1810-1849.",Nocturne in C sharp minor : opus posthumous ; for cello and piano ,"International Music Company, New York City, .", Two copies of part stored in paper sleeve. Score is missing. Sleeve and parts are in poor condition. Yellowed and tattering. One cello part is heavily bowmarked. Chopin ; transcribed for cello and piano by Gregor Piatigorsky.,38472767,C46 2tet NOC C#-Min
551,"Chopin, Frédéric, 1810-1849.","Nocturne in E flat major, opus 9, no. 2 :for cello and piano ","International Music Company, New York City, .", Score and part in paper sleeve. Excellent condition. No bowmarkings. Chopin ; [transcribed by] D. Popper.,8241309,C46 2tet NOC op. 9 I5
542,"Chopin, Frédéric, 1810-1849.","Nocturne in E flat major, opus 9, no. 2 :for cello and piano ","International Music Company, New York City, ."," Score and part in paper sleeve. Very good condition, some light bowmarkings in part. Chopin ; [transcribed by] D. Popper.",8241309,C46 2tet NOC op. 9 I5
424,"Chopin, Frédéric, 1810-1849.","Nocturne, in C sharp minor,op. posth.; transcribed for cello and piano","International Music Company, New York City, .", Score and part. Aged condition. Yellowing of paper. Transcribed by Gregor Piatigorsky.,1280756,C46 2tet NOC C#-Min
448,"Chopin, Frédéric, 1810-1849.","Polonaise brillante :opus 3, for cello and piano ","International Music Company, New York City, ."," Score and part. Worn condition. Some moderate tearing at the crease on both score and part. Stamp on cello part reads: ""Correction - The arrangement of Chopin Polonaise Brillante is by Emanuel; Feuermann. The editing is by Leonard Rose.",19223509,C46 2tet POL op. 3 I5
449,"Chopin, Frédéric, 1810-1849.","Polonaise brillante :opus 3, for cello and piano ","International Music Company, New York City, ."," Score and part. Very poor aged condition. Corners torn off of cello part. Paper is torn and tattered, mended with failing scotch tape repairs. [arranged and edited by] Leonard Rose.",19223509,C46 2tet POL op. 3 I5
363,"Chopin, Frédéric, 1810-1849.","Polonaise brillante :opus 3, for cello and piano ","International Music Company, New York City, .", Score only: cello part is missing. Good condition. Some wear to the cover. [arranged and edited by] Leonard Rose.,19223509,C46 2tet POL op. 3 I5
227,"Chopin, Frédéric, 1810-1849.",Sonata for piano and violoncello :op. 65 ,"G. Schirmer, Inc., , ."," Edited and fingered by Leo Schulz. Score only; part from this particular printing missing. A much older part from the same publisher is filed with the score. Score in good condition: some tearing at the fold on the cover. Part in poor condition: yellowing, tearing at the fold binding, heavy bowmarkings.",3966719,C46 2tet SON op. 65 S35
248,"Chopin, Frédéric, 1810-1849.",Sonata for piano and violoncello :op. 65 ,"G. Schirmer, Inc., New York, .", Score and part. Poor condition. Yellowing and staining of paper. Cover is torn almost completely at crease. Heavy bowmarkings in cello part. Edited and fingered by Leo Schulz.,3966719,C46 2tet SON op. 65 S35
157,"Chopin, Frédéric, 1810-1849.","Sonate für Klavier und Violoncello g-moll =G minor = sol mineur, op. 65 ","G. Henle Verlag, München, ."," Score and part stored in clear plastic sleeve. Excellent condition. Nach den Quellen herausgegeben von Ewald Zimmermann ; Fingersatz und Strichbezeichnungen Klaus Schilde, Claus Kanngiesser.",37730635,C46 2tet SON op. 65 H46
143,"Chopin, Frédéric, 1810-1849.",Sonate Opus 65 ;Polonaise Opus 3 : für Klavier und Violoncello ,"C.F. Peters, Frankfurt, .", One score and part. Good condition. Violoncello part shows heavy bowmarkings. Herausgegeben von Milij Balakirew und Friedrich Grützmacher.,1291876,C46 2tet SON op. 65 P48
698,"Chopin, Frédéric, 1810-1849.","Trio in G minor : for piano, violin and cello, op. 8 ","Belwin Mills Publishing Corp., Melville, N.Y., .", Score and two parts. Fair condition. Heavy bowmarkings in cello part. Frederic Chopin ; edited by M. Balakirew. Kalmus chamber music series ; 9628,11017221,C46 3tet op. 8
708,"Clarke, Rebecca, 1886-1979.","Trio for violin, violoncello and piano ","Hawkes & Son, London, ."," Piano score, violin part (2 copies) and violoncello part (2 copies). Very good condition. Spiral bound reproduction.",14257314,C5 3tet
945,"Coleman, Dan, 1972-.","""Five flights up : for clarinet and string quartet ",", , .", Photocopies of parts in file folder. No originals. Parts are handwritten. For clarinet and string quartet.,,C6 5tet Five
882,"Coleman, Dan.","Quintet (after Elizabeth Bishop), clarinet, 2 violins, viola, cello (2001) ","Dan Coleman/Crowded Air Music (BMI), , ."," Four spiral bound copies of score and four parts.  Good condition. ""For the Seattle Chamber Music Society""--Cover page 2.""",826851321,C6 5tet
173,"Colgrass, Michael.",Wolf :for unaccompanied cello ,"Carl Fischer, Inc., New York, NY, .", Cello part only. Excellent condition. No bowmarkings.,6680360,C65 SOLO Wol
471,"Collier, Franklin.",Cellists favorite contest album :15 compositions with piano accompaniment ,"Carl Fischer, New York, .", Score and cello part. Worn condition. Title page / page two of score separated from binding. Cello part has some bowmarkings. Selected and edited by Franklin Collier.,2290314,ANTH C655 2tet Cell
596,"Copland, Aaron, 1900-1990.","Waltz ;and, Celebration : from Billy the Kid ","Boosey & Hawkes, Inc., New York, .", Score and part. Very good condition. No bowmarkings. Aaron Copland ; arranged for violoncello and piano by the composer ; violoncello part edited by Gregor Piatigorsky.,4427735,C67 2tet Walt
406,"Cossmann, Bernhard, 1822-1910.","Concert studies :opus 10, for cello solo ","International Music Company, New York City, .", 19 pages of music. Good condition. No bowmarkings.,3811411,TECH C677 Conc
403,"Cossmann, Bernhard, 1822-1910.","Studies for developing agility, strength of fingers and purity of intonation :for cello solo ","International Music Company, New York City, .", 30 pages of music. Aged condition. Paper is separating from cover and has been repaired with tape. Paper is yellowing.,22457309,TECH C677 Stud
976,"Cotton, Jeffery.",Sextet for Strings. Jeffery Cotton,", ."," Score (spiral bound) and parts are stored in file folder.  Unclear if these are original from the composer or if photocopies. ""For Scott Yoo.""",,C68 6tet
831,"Cotton, Jeffery.","Six Departures (2008), for flute, viola and harp ",", , ."," Score only.  Very good conditon. ""Commissioned by the Seattle Chamber Music Society.""",,C68 3tet Six
594,"Couperin, François, 1668-1733.",Pastorale :violoncello e pianoforte ,"Universal Edition, Wien, .", Score and part. Aging condition. Paper is yellowing. Part is tattered at the edges. Cover is starting to tear at the crease. Couperin ; [arrangée par] Cassadó.,6939632,C687 2tet PAS
432,"Couperin, François, 1668-1733.",Pièces en concert ,"Alphonse Leduc & Cie, Paris, .", Score and part. Good condition. Some light yellowing of paper.,9374043,C687 2tet Piec
604,"Couperin, François, 1668-1733.",Pièces en concert :violoncelle et quatuor à cordes ,"Alphonse Leduc & Cie, Paris, ."," Score and part in paper sleeve. Aged condition; Paper is yellowing. Cover is tearing at the crease. Otherwise good condition. Couperin ; recueillies, réalisées et annotées par Paul Bazelaire. For solo violoncello and string quartet; originally for 1-2 treble and 1 bass instrument with continuo./ Cover title./ Selected from various ordres of Les goûts réünis.",21453663,C687 5tet Piec
836,"Cowell, Henry, 1897-1965.",Homage to Iran : for violin and piano,"C.F. Peters, New York, .", Score and part. Excellent condition.,2522066,C69 2tet Homa
877,"Cowell, Henry, 1897-1965.","Set of five, for violin, piano, and percussion","C.F. Peters Corp, New York, .", Score and two parts. Score is spiral bound (not sure if done by publisher or if done post publication). Very good condition.,276499,C69 3tet Set
839,"Cowell, Henry, 1897-1965.","Toccanta : for soprano, flute, cello, and piano ","Boosey & Hawkes, , ."," Score and two parts. Aged condition. Paper is yellowing, but in otherwise good condition. An Arrow Music Press publication.",21900585,C69 4tet Tocc
152,"Crumb, George.",Sonata for solo violoncello,"C. F. Peters Corporation, New York, .", One part. Excellent condition. [Edited by Camilla Doppmann].,1258533,C7 SOLO SON
925,"Crumb, George.","Vox balaenae : for three masked players : electric flute, electric cello, electric piano ","C.F. Peters, New York, ."," 15 page manuscript. Good condition. ""Facsimile printing from the manuscript by the composer""--T.p. verso. For electric flute (who also sings unspecified syllables while playing), electric cello, and electric piano; the flute and cello players also pay antique cymbals. Instructions for performance in German and English.",3368162,C7 3tet Vox
172,"Dallapiccola, Luigi, 1904-1975.","Ciaccona, intermezzo e adagio, per violoncello solo","Universal Edition, Wien, .", Solo cello part. Excellent condition. No bowmarkings.,1198916,D3 SOLO CHA
920,"Damase, Jean-Michel, 1928-2013.","Trio pour flûte, hautbois et piano ","H. Lemoine, Paris, .", Score and two parts in paper sleeve. Aged condition. Paper is yellowed and lightly tattered. Cover has been reinforced at the crease with thick tape.,13631723,D36 3tet
978,"Danielpour, Richard.","Songs of the night : for tenor, violin, violoncello and piano ","Associated Music Publishers, New York, .", Two scores (46 pages each) stored in file folder. Parts are missing. English words ; also printed separately as text. Richard Danielpour ; texts by Rainer Maria Rilke ; translated by Stephen Mitchell & Edward Snow.,503046804,D365 4tet Song
923,"Danielpour, Richard.","Songs of the night : for tenor, violin, violoncello and piano ","Associated Music Publishers, New York, .", Score and violoncello part; violin part and additional score are missing. Cello part is heavily bowmarked. Richard Danielpour ; texts by Rainer Maria Rilke ; translated by Stephen Mitchell & Edward Snow. English words ; also printed separately as text.,503046804,D365 4tet Song
338,"Davidovsky, Mario, 1934-.",Synchronisms no. 3 :for cello and electronic sound ,"McGinnis & Marx, New York, ."," Cello part and electronic part (which doubles as a sleeve).  Good condition. ""Explanation of symbols used in the Synchronisms nos. 1, 2, and 3"" (1 leaf)--inserted.",976174,D38 Sync no. 3
429,"Davidovsky, Mario, 1934-.",Synchronisms no. 3 :for cello and electronic sound ,"McGinnis & Marx, New York, ."," 8 pages of music. Very good condition. Some slight yellowing. ""Explanation of symbols used in the Synchronisms nos. 1, 2, and 3"" (1 leaf)--inserted.",976174,D38 Sync no. 3
564,"Davydov, K. 1838-1889.","At the fountain :in D major, opus 20, no. 2 : for cello and piano ","International Music Company, New York City, .", Score and part in paper sleeve. Good condition. Some light bowmarkings. Davidoff ; [edited by] Leonard Rose.,12913902,D389 2tet op. 20 no. 2
538,"Davydov, K. 1838-1889.","Cello concerto no. 1 :for cello and piano, op. 5 ","Belwin Mills Publishing Corp., Melville, N.Y., .", Score and part. Excellent condition. No bowmarkings. Charles Davidoff.,5526029,D389 2tet CON op. 5
512,"Davydov, K. 1838-1889.","Concerto no. 2 :in A major [i.e. A minor], op. 14 : for cello and piano ","International Music Company, New York City, .", Score and part. Excellent condition. No bowmarkings. A brief bio of the composer is included on the title page of the score. Davidoff ; [edited by] Loeb.,3108307,D389 2tet CON op. 14
536,"Davydov, K. 1838-1889.","Concerto no. 4 in E minor, opus 31, for cello and piano ","International Music Company, New York City, .", Score and part. Excellent condition. No bowmarkings. Brief bio of the composer on the back of the title page. Davidoff ; [edited by] Julius Klengel.,2179251,D389 2tet CON op. 31
483,"Davydov, Karl Ul'evic, 1838-1889.",Koncert no 3 :re mazor : izd. dlâ violonceli i fort. ,"Gosudarstvennoe Muzykal'noe Izd-vo, Moskva, .", Score and part. Aged condition. Paper is yellowing. Some slight tearing on the cover at the binding. Otherwise good condition.,839199193,D389 2tet CON op. 18
1261,"Deak, Jon.","Rapunzel: for Narrator, Oboe, String Trio [violin, viola, cello], and Piano (1999/2000)","New York: Carl Fischer LLC, 2000."," Commissioned by An Die Musik. Spiral-bound score (2 copies) with oboe, violin, viola, and cello parts. Very good condition. Contains bowmarkings.",,D4 6tet Rapu
1104,"Debussy, Claude, 1862-1918.",La fille aux cheveux de lin ,"Durand, Paris, .", Score and part. Fair aged condition. Paper is yellowing. No bowmarkings. Claude Debussy ; violoncello et piano par L.R. Feuillard.,896694621,D43 2tet Fill
410,"Debussy, Claude, 1862-1918.",La fille aux cheveux de lin :(extrait du 1er livre de Préludes pour le piano) ,"Durand & Cie, Paris, ."," Score and part. Good aged condition. Yellowing of paper. No bowmarkings. Originally for piano solo; score arr. for violin and piano. Violoncello part provided with this arrangement to substitute for violin./ Copyright date on score: c1910./ Pl. no. D. & F. 7839 (score), no. D. & F. 11.370 (part).",23237245,D43 2tet Fill
612,"Debussy, Claude, 1862-1918.",Menuet :extrait de la Petite suite ,"A. Durand & Fils, Paris, .", Score and part. Very poor aged condition. Paper is yellowed and very brittle. Crumbling at the edges. Pages are separated at the crease. Claude Debussy ; transcription pour violoncelle et piano par J.-J. Gurt.,23718934,D43 2tet MIN
76,"Debussy, Claude, 1862-1918.","Quartet in G minor, opus 10, for two violins, viola, and cello ","International Music Company, New York City, 1950.", Four parts in paper sleeve. Heavy bowmarkings on cello part. [edited by the] Paganini Quartet.,1924656,D43 4tet op. 10
438,"Debussy, Claude, 1862-1918.",Romance for cello (or viola) and piano,"International Music Company, New York City, .", Score and part in paper sleeve. Excellent condition. No bowmarkings. [Transcribed by] Alexandre Gretchaninoff. [Edited by Gregor Piatigorsky].,14991831,D43 2tet Rom
793,"Debussy, Claude, 1862-1918.",Six sonates pour divers instruments : la troisième pour violin et piano ,"Durand & Cie, Paris, ."," Score only; violin part is missing. Good used condition. Cover is stained, but pages are in good shape. Composées par Claude Debussy, musicien Français.",11412278,D43 2tet SON D8
826,"Debussy, Claude, 1862-1918.","Sonata ""no. 4"" for oboe, horn in F and harpsichord ","International Music Company, New York, ."," Score and two parts. Excellent condition. Pref. by Kenneth Cooper in English. Debussy ; [reconstructed and arranged by] Kenneth Cooper. ""The 1st movement is drawn from the Prologue, 1st Tableau and Epilogue of the pantomine-ballet, La boîte joujoux; the 2nd movement is an arrangement of the 9th of his Douze Etudes for piano; the 3rd movement is arranged from the finale of his Image (1st series) for piano.""",757913858,D43 3tet SON no. 4
833,"Debussy, Claude, 1862-1918.","Sonata for flute, viola and harp ","Masters Music Publications, Inc., Bota Raton, Florida, .", Score and two parts. Excellent condition.,38499711,D43 3tet SON
243,"Debussy, Claude, 1862-1918.","Sonate für Violoncello und Klavier, d-Moll =D minor = ré mineur ","G. Henle Verlag, München, ."," Part and score in plastic outer sleeve. Excellent condition. No bowmarkings. Nach Autograph und Erstausgabe herausgegeben von Ernst-Günter Heinemann ; mit einem Vorwort von François Lesure ; Strichbezeichnung und Fingersatz, Reiner Ginzel, Klaus Schilde. Originally published as no. 1 of his Six sonates pour divers instruments./ Pref. and comments in German with English and French translations.",39712907,D43 2tet SON D-Min
